SUBURB,incident_count,top_claim_type,top_claim_type_count,claim_type_breakdown,peak_month,peak_day_of_week,peak_hour,total_claim_cost,avg_claim_cost,anomalous_claims_excluded_from_cost,freq_normalized,cost_normalized,severity_score,saps_precinct_mapped,saps_precinct_name,saps_robbery_with_aggravating_circumstances_q1_2026,saps_robbery_with_aggravating_circumstances_trend,saps_burglary_at_residential_premises_q1_2026,saps_burglary_at_residential_premises_trend,saps_theft_of_motor_vehicle_and_motorcycle_q1_2026,saps_theft_of_motor_vehicle_and_motorcycle_trend,saps_carjacking_q1_2026,saps_carjacking_trend,saps_truck_hijacking_q1_2026,saps_truck_hijacking_trend,lat,lon
NELLMAPIUS,5,Hijack,2,Hijack:2; Theft:2; Armed Robbery:1,February,Monday,13,454801.22,90960.24,0,0.0,0.040194646266678,0.0201,False,,,,,,,,,,,,-33.9472568,18.8601356
RUSTENBURG NORTH,7,Theft,7,Theft:7,October,Friday,14,257187.09,36741.01,0,0.019047619047619,0.0211927584467982,0.0201,False,,,,,,,,,,,,-25.6522222,27.2319444
KATHU,8,Theft,8,Theft:8,February,Friday,10,151905.64,18988.21,0,0.0285714285714285,0.0110692601806859,0.0198,False,,,,,,,,,,,,-27.695833,23.05
THE DE DEUR ESTATES,5,Theft,5,Theft:5,January,Thursday,10,446918.95,89383.79,0,0.0,0.0394367145828151,0.0197,False,,,,,,,,,,,,-26.5002261,27.8980413
BETTY'S BAY,6,Theft,5,Theft:5; Burglary:1,December,Saturday,15,337576.65,56262.78,0,0.0095238095238095,0.0289227390965093,0.0192,False,,,,,,,,,,,,-34.353611,18.917778
RUGBY,5,Theft,4,Theft:4; Hijack:1,January,Saturday,7,433775.84,86755.17,0,0.0,0.0381729188116102,0.0191,False,,,,,,,,,,,,-33.8976137,18.4877778
SILVERFIELDS,5,Theft,5,Theft:5,September,Sunday,14,433973.34,86794.67,0,0.0,0.038191909725086,0.0191,False,,,,,,,,,,,,-26.1205556,27.8241667
DIEP RIVER,7,Theft,7,Theft:7,July,Wednesday,15,236708.45,33815.49,0,0.019047619047619,0.0192236036096228,0.0191,False,,,,,,,,,,,,-34.0359793,18.4675126
MAYVILLE,5,Theft,5,Theft:5,July,Tuesday,17,434203.58,86840.72,0,0.0,0.0382140488031552,0.0191,False,,,,,,,,,,,,-25.7011111,28.1877778
BROEDERSTROOM,6,Theft,4,Theft:4; Hijack:1; Armed Robbery:1,October,Friday,10,329500.94,54916.82,0,0.0095238095238095,0.0281462068946577,0.0188,False,,,,,,,,,,,,-25.8024806,27.8759645
BRIGHTON BEACH,6,Theft,6,Theft:6,March,Sunday,3,328590.28,54765.05,0,0.0095238095238095,0.0280586409945773,0.0188,False,,,,,,,,,,,,-29.9383333,31.0025
WILKOPPIES,7,Theft,7,Theft:7,November,Saturday,22,227495.04,32499.29,0,0.019047619047619,0.0183376741304982,0.0187,False,,,,,,,,,,,,-26.84,26.6697222
STEENBERG,8,Theft,8,Theft:8,December,Sunday,1,120889.22,15111.15,0,0.0285714285714285,0.0080868290487912,0.0183,False,,,,,,,,,,,,-34.0747222,18.4708333
GEORGE SOUTH,7,Theft,6,Theft:6; Burglary:1,September,Wednesday,21,216265.46,30895.07,0,0.019047619047619,0.0172578767525254,0.0182,False,,,,,,,,,,,,-33.9706657,22.4553573
PELLISSIER,6,Theft,6,Theft:6,September,Friday,8,314718.52,52453.09,0,0.0095238095238095,0.0267247807722122,0.0181,False,,,,,,,,,,,,-29.1563889,26.1708333
DERDEPOORTPARK,5,Theft,4,Theft:4; Burglary:1,May,Wednesday,1,408847.0,81769.4,0,0.0,0.0357758482116499,0.0179,False,,,,,,,,,,,,-25.6973637,28.2936092
BARDENE,6,Theft,5,Theft:5; Stolen and recovered:1,December,Thursday,23,303062.68,50510.45,0,0.0095238095238095,0.0256039957143498,0.0176,False,,,,,,,,,,,,-26.175,28.2672222
SCOTTSVILLE,5,Theft,5,Theft:5,January,Thursday,19,396252.25,79250.45,0,0.0,0.0345647808319062,0.0173,False,,,,,,,,,,,,-29.6162796,30.3969363
JAMESTOWN,6,Theft,6,Theft:6,April,Tuesday,3,296867.19,49477.86,0,0.0095238095238095,0.0250082589319184,0.0173,False,,,,,,,,,,,,-33.9791667,18.8491667
MEER EN SEE,6,Theft,6,Theft:6,November,Thursday,17,293179.13,48863.19,0,0.0095238095238095,0.0246536279022801,0.0171,False,,,,,,,,,,,,-28.7788846,32.1095004
CAPITAL PARK,7,Theft,7,Theft:7,March,Friday,12,193339.5,27619.93,0,0.019047619047619,0.0150533961312103,0.0171,False,,,,,,,,,,,,-25.7241667,28.1877778
BEZUIDENHOUT VALLEY,6,Theft,6,Theft:6,November,Monday,19,291248.44,48541.41,0,0.0095238095238095,0.0244679794630973,0.017,False,,,,,,,,,,,,-33.8757004,18.6333955
VANDERBIJLPARK C. C.,7,Theft,7,Theft:7,March,Sunday,0,189205.65,27029.38,0,0.019047619047619,0.01465589948477,0.0169,False,,,,,,,,,,,,-26.6988455,27.8330231
FLORIDA HILLS,6,Theft,5,Theft:5; Burglary:1,April,Saturday,0,287095.09,47849.18,0,0.0095238095238095,0.0240686077644404,0.0168,False,,,,,,,,,,,,-26.1605556,27.9275
BLOUBOSRAND,5,Theft,5,Theft:5,August,Sunday,12,381879.11,76375.82,0,0.0,0.0331827096515739,0.0166,False,,,,,,,,,,,,-26.0258333,27.9680556
MARLOTH PARK,8,Theft,8,Theft:8,March,Tuesday,0,83414.66,10426.83,0,0.0285714285714285,0.0044834056234554,0.0165,False,,,,,,,,,,,,-25.343681,31.783462
MINDALORE,5,Theft,5,Theft:5,July,Monday,14,376912.72,75382.54,0,0.0,0.0327051588527025,0.0164,False,,,,,,,,,,,,-26.1311111,27.8305556
CHARTWELL,8,Theft,8,Theft:8,December,Sunday,0,78467.73,9808.47,0,0.0285714285714285,0.0040077260305397,0.0163,False,,,,,,,,,,,,-26.1675359,28.0522369
CLIFTON,7,Theft,7,Theft:7,November,Sunday,17,173511.64,24787.38,0,0.019047619047619,0.0131468180366769,0.0161,False,,,,,,,,,,,,-33.9352848,18.3790703
ILLIONDALE,5,Theft,5,Theft:5,February,Sunday,0,370861.6,74172.32,0,0.0,0.0321233041876306,0.0161,False,,,,,,,,,,,,-26.1147222,28.1688889
DIE BOORD,6,Theft,4,Theft:4; Burglary:1; Attempted Theft:1,September,Sunday,17,272719.3,45453.22,0,0.0095238095238095,0.0226862817693198,0.0161,False,,,,,,,,,,,,-33.947893,18.8501712
SWELLENDAM,7,Theft,7,Theft:7,February,Sunday,11,171854.94,24550.71,0,0.019047619047619,0.0129875155234851,0.016,False,,,,,,,,,,,,-34.021111,20.441944
STRUBENVALE,7,Theft,7,Theft:7,September,Wednesday,0,171372.44,24481.78,0,0.019047619047619,0.0129411200006898,0.016,False,,,,,,,,,,,,-26.2540763,28.4705032
ORANJEVILLE,5,Theft,5,Theft:5,June,Monday,12,369764.63,73952.93,0,0.0,0.0320178233655772,0.016,False,,,,,,,,,,,,-26.9927778,28.21
HONEYDEW RIDGE,6,Theft,5,Theft:5; Malicious Damage:1,October,Friday,16,265277.77,44212.96,0,0.0095238095238095,0.0219707301118129,0.0157,False,,,,,,,,,,,,-26.1037513,27.9023632
CENTURION GOLF ESTATE,7,Theft,6,Theft:6; Hijack:1,December,Tuesday,10,165253.47,23607.64,0,0.019047619047619,0.0123527411154694,0.0157,False,,,,,,,,,,,,-25.8751979,28.2007471
SOUTHDALE,5,Theft,5,Theft:5,November,Wednesday,12,360494.01,72098.8,0,0.0,0.0311263927717187,0.0156,False,,,,,,,,,,,,-26.2412942,28.0231609
LANSDOWNE,7,Theft,7,Theft:7,May,Thursday,12,162483.41,23211.92,0,0.019047619047619,0.012086381774797,0.0156,False,,,,,,,,,,,,-33.9963409,18.5068931
NORTHPINE,6,Theft,6,Theft:6,September,Thursday,4,256783.38,42797.23,0,0.0095238095238095,0.0211539390965231,0.0153,False,,,,,,,,,,,,-33.8694444,18.7147222
SEA COW LAKE,5,Theft,4,Theft:4; Hijack:1,April,Sunday,16,349072.78,69814.56,0,0.0,0.0300281669959351,0.015,False,,,,,,,,,,,,-29.8005556,31.0075
GEELHOUTPARK,5,Theft,5,Theft:5,December,Wednesday,1,348333.7,69666.74,0,0.0,0.0299570996322303,0.015,False,,,,,,,,,,,,-25.6583333,27.215
ERMELO,6,Theft,6,Theft:6,March,Friday,11,247730.0,41288.33,0,0.0095238095238095,0.0202833975459228,0.0149,False,,,,,,,,,,,,-26.5201061,29.9862195
ROWALLAN PARK,7,Theft,7,Theft:7,June,Friday,20,147785.79,21112.26,0,0.019047619047619,0.0106731097255806,0.0149,False,,,,,,,,,,,,-33.9361111,25.4611111
PYRAMID,6,Theft,6,Theft:6,September,Tuesday,6,246198.66,41033.11,0,0.0095238095238095,0.0201361492145707,0.0148,False,,,,,,,,,,,,-28.9878667,29.1615833
CAPE FARMS,5,Theft,5,Theft:5,April,Wednesday,14,340118.24,68023.65,0,0.0,0.0291671295561598,0.0146,False,,,,,,,,,,,,-33.7556516,18.6215714
DANA BAY,7,Theft,7,Theft:7,October,Wednesday,5,138796.24,19828.03,0,0.019047619047619,0.0098087058459026,0.0144,False,,,,,,,,,,,,-34.1991667,22.0416667
MITCHELLS PLAIN CENTRE,7,Theft,7,Theft:7,September,Monday,18,134567.73,19223.96,0,0.019047619047619,0.0094021070229073,0.0142,False,,,,,,,,,,,,-34.050859,18.6150954
ONTDEKKERSPARK,5,Theft,5,Theft:5,January,Friday,15,331380.89,66276.18,0,0.0,0.0283269763518164,0.0142,False,,,,,,,,,,,,-26.1477778,27.8877778
BOOYSENS,5,Theft,5,Theft:5,October,Wednesday,13,329032.65,65806.53,0,0.0,0.0281011777560674,0.0141,False,,,,,,,,,,,,-25.7097222,28.1266667
CRESTA,7,Theft,7,Theft:7,May,Thursday,16,130772.95,18681.85,0,0.019047619047619,0.0090372141690353,0.014,False,,,,,,,,,,,,-26.1252778,27.9811111
TYGER VALLEY,7,Theft,7,Theft:7,May,Wednesday,20,129807.66,18543.95,0,0.019047619047619,0.0089443952380527,0.014,False,,,,,,,,,,,,-33.8775535,18.6322696
SUNNYDALE,5,Theft,5,Theft:5,December,Sunday,5,325043.57,65008.71,0,0.0,0.0277176016895962,0.0139,False,,,,,,,,,,,,-28.884339,31.4862195
BERGSIG,7,Theft,7,Theft:7,December,Friday,4,128095.57,18299.37,0,0.019047619047619,0.0087797666150006,0.0139,False,,,,,,,,,,,,-33.955,22.4769444
EERSTE RIVER,7,Theft,7,Theft:7,August,Tuesday,11,124225.67,17746.52,0,0.019047619047619,0.0084076504830512,0.0137,False,,,,,,,,,,,,-33.9609421,18.9178443
SANDTON COUNTRY CLUB ESTATE,7,Theft,7,Theft:7,July,Thursday,9,122140.27,17448.61,0,0.019047619047619,0.0082071256680515,0.0136,False,,,,,,,,,,,,-26.0527957,28.0721079
WEST BEACH,5,Theft,5,Theft:5,October,Monday,15,308957.54,61791.51,0,0.0,0.0261708249609928,0.0131,False,,,,,,,,,,,,-33.8104775,18.4789686
LENTEGEUR,5,Theft,4,Theft:4; Hijack:1,August,Monday,10,307303.6,61460.72,0,0.0,0.0260117878398071,0.013,False,,,,,,,,,,,,-34.0313889,18.6119444
STRUIS BAY,7,Theft,7,Theft:7,December,Tuesday,21,107166.63,15309.52,0,0.019047619047619,0.0067673124951004,0.0129,False,,,,,,,,,,,,-34.8111916,20.036906
LOTUS PARK,7,Theft,6,Theft:6; Hijack:1,May,Tuesday,4,107119.27,15302.75,0,0.019047619047619,0.0067627585221272,0.0129,False,,,,,,,,,,,,-29.9902564,30.9169945
GROBLERSDAL,7,Theft,7,Theft:7,September,Saturday,12,102733.72,14676.25,0,0.019047619047619,0.0063410592786142,0.0127,False,,,,,,,,,,,,-25.1675,29.392778
SOUTHRIDGE,7,Theft,6,Theft:6; Burglary:1,May,Thursday,13,98088.91,14012.7,0,0.019047619047619,0.0058944304947076,0.0125,False,,,,,,,,,,,,-28.7709431,24.7610768
BONNIE DOON,7,Theft,7,Theft:7,October,Thursday,10,93511.9,13358.84,0,0.019047619047619,0.0054543211231234,0.0123,False,,,,,,,,,,,,-32.9783283,27.9279533
RICHMOND,7,Theft,7,Theft:7,March,Wednesday,10,95203.81,13600.54,0,0.019047619047619,0.0056170093075226,0.0123,False,,,,,,,,,,,,-29.873333,30.273333
NORTHDENE,6,Theft,5,Theft:5; Malicious Damage:1,July,Tuesday,19,188632.41,31438.73,0,0.0095238095238095,0.0146007787189935,0.0121,False,,,,,,,,,,,,-29.8666667,30.8938889
VIRGINIA,6,Theft,6,Theft:6,July,Monday,8,189261.29,31543.55,0,0.0095238095238095,0.0146612496337614,0.0121,False,,,,,,,,,,,,-28.103056,26.859444
HEATHER PARK,6,Theft,6,Theft:6,November,Sunday,9,185963.85,30993.98,0,0.0095238095238095,0.0143441792654998,0.0119,False,,,,,,,,,,,,-33.9831413,18.4735517
CERES,7,Theft,6,Theft:6; Hijack:1,August,Monday,0,83412.65,11916.09,0,0.019047619047619,0.0044832123488423,0.0118,False,,,,,,,,,,,,-33.368333,19.309167
GREYTON,6,Theft,6,Theft:6,January,Saturday,3,183299.83,30549.97,0,0.0095238095238095,0.0140880163626248,0.0118,False,,,,,,,,,,,,-34.050751,19.608166
SONEIKE,7,Theft,6,Theft:6; Armed Robbery:1,March,Friday,3,82962.54,13827.09,1,0.019047619047619,0.004439931335857,0.0117,False,,,,,,,,,,,,-33.9163889,18.6811111
IVYPARK,5,Theft,5,Theft:5,February,Monday,0,277894.01,55578.8,0,0.0,0.0231838638952558,0.0116,False,,,,,,,,,,,,-23.9258672,29.4412088
OR TAMBO INTERNATIONAL AIRPORT,7,Theft,7,Theft:7,February,Friday,12,80269.58,11467.08,0,0.019047619047619,0.0041809856631795,0.0116,False,,,,,,,,,,,,-26.1345284,28.2317954
RAISETHORPE,5,Theft,5,Theft:5,December,Monday,13,277060.29,55412.06,0,0.0,0.0231036962781265,0.0116,False,,,,,,,,,,,,-29.5588889,30.4161111
WALMER ESTATE,6,Theft,6,Theft:6,August,Sunday,7,174144.55,29024.09,0,0.0095238095238095,0.0132076764622362,0.0114,False,,,,,,,,,,,,-33.9360896,18.4451639
THREE RIVERS EAST,5,Theft,5,Theft:5,December,Sunday,9,264813.39,52962.68,0,0.0,0.0219260769452312,0.011,False,,,,,,,,,,,,-26.6636111,27.9997222
VASCO ESTATE,6,Theft,6,Theft:6,May,Tuesday,14,164795.85,27465.98,0,0.0095238095238095,0.0123087379669894,0.0109,False,,,,,,,,,,,,-33.9026652,18.5588817
BIRCH ACRES,6,Theft,6,Theft:6,October,Wednesday,20,162705.34,27117.56,0,0.0095238095238095,0.0121077217921524,0.0108,False,,,,,,,,,,,,-26.0569444,28.2069444
ZINKWAZI BEACH,6,Theft,6,Theft:6,May,Wednesday,2,161204.49,26867.41,0,0.0095238095238095,0.0119634052732149,0.0107,False,,,,,,,,,,,,-29.2797867,31.4397649
THORNTON,6,Theft,6,Theft:6,November,Monday,2,157878.38,26313.06,0,0.0095238095238095,0.0116435780974123,0.0106,False,,,,,,,,,,,,-33.9236111,18.5352778
LINCOLN MEADE,5,Theft,4,Theft:4; Hijack:1,July,Sunday,7,254340.76,50868.15,0,0.0,0.0209190652480458,0.0105,False,,,,,,,,,,,,-29.6180556,30.4338889
GREENBURY,5,Theft,4,Theft:4; Burglary:1,April,Monday,11,254056.23,50811.25,0,0.0,0.0208917058322926,0.0104,False,,,,,,,,,,,,-29.7239701,31.0323294
RIVERTON,7,Theft,7,Theft:7,October,Saturday,20,52027.09,7432.44,0,0.019047619047619,0.0014652859977048,0.0103,False,,,,,,,,,,,,-28.5183351,24.6969406
ORKNEY,6,Theft,6,Theft:6,September,Saturday,0,151015.33,25169.22,0,0.0095238095238095,0.0109836510658674,0.0103,False,,,,,,,,,,,,-26.975276,26.671926
FAIRVIEW,7,Theft,5,Theft:5; Armed Robbery:2,June,Wednesday,4,52756.96,8792.83,1,0.019047619047619,0.0015354677598242,0.0103,False,,,,,,,,,,,,-28.7566667,31.8930556
MONTCLAIR,6,Theft,4,Theft:4; Hijack:1; Armed Robbery:1,October,Saturday,8,148724.37,29744.87,1,0.0095238095238095,0.0107633603158091,0.0101,False,,,,,,,,,,,,-29.9197222,30.9652778
FAIRWAYS,5,Theft,5,Theft:5,May,Saturday,6,243082.54,48616.51,0,0.0,0.0198365139472278,0.0099,False,,,,,,,,,,,,-34.0214161,18.4935969
TASBET PARK,5,Theft,4,Theft:4; Burglary:1,December,Friday,6,242322.56,48464.51,0,0.0,0.0197634369121729,0.0099,False,,,,,,,,,,,,-25.9294444,29.2222222
FRAMESBY,6,Theft,6,Theft:6,June,Tuesday,2,140600.41,23433.4,0,0.0095238095238095,0.009982188561678,0.0098,False,,,,,,,,,,,,-33.9515312,25.5184378
EDELWEISS,5,Theft,4,Theft:4; Burglary:1,February,Tuesday,8,240340.82,48068.16,0,0.0,0.0195728796824436,0.0098,False,,,,,,,,,,,,-26.2830556,28.4683333
BISHOPSCOURT,5,Theft,5,Theft:5,May,Thursday,6,237672.74,47534.55,0,0.0,0.0193163263840814,0.0097,False,,,,,,,,,,,,-33.9886111,18.4466667
LANGA,5,Theft,5,Theft:5,September,Thursday,17,237111.95,47422.39,0,0.0,0.0192624027670278,0.0096,False,,,,,,,,,,,,-33.9455556,18.53
HARTENBOS,6,Theft,6,Theft:6,December,Monday,8,136129.89,22688.32,0,0.0095238095238095,0.0095523188983268,0.0095,False,,,,,,,,,,,,-34.1252157,22.1134424
SOUTHGATE,5,Theft,5,Theft:5,February,Monday,14,225163.17,45032.63,0,0.0,0.0181134496170459,0.0091,False,,,,,,,,,,,,-29.7303138,31.0299641
BONNIE BRAE,6,Theft,6,Theft:6,February,Thursday,23,124780.97,20796.83,0,0.0095238095238095,0.0084610462007885,0.009,False,,,,,,,,,,,,-33.8333333,18.7
PLATTEKLOOF GLEN,6,Theft,6,Theft:6,June,Wednesday,3,125236.12,20872.69,0,0.0095238095238095,0.0085048118426544,0.009,False,,,,,,,,,,,,-33.8843424,18.560463
BLUEWATER BAY,6,Theft,5,Theft:5; Burglary:1,January,Wednesday,22,119433.35,19905.56,0,0.0095238095238095,0.0079468376503,0.0087,False,,,,,,,,,,,,-33.8545509,25.6259862
GLEN HILLS,6,Theft,5,Theft:5; Burglary:1,January,Friday,0,114153.81,19025.63,0,0.0095238095238095,0.0074391754359605,0.0085,False,,,,,,,,,,,,-29.7607224,31.038654
VINCENT HEIGHTS,6,Theft,6,Theft:6,October,Thursday,4,113620.14,18936.69,0,0.0095238095238095,0.0073878595838358,0.0085,False,,,,,,,,,,,,-32.975,27.92
LADYSMITH,5,Theft,5,Theft:5,June,Tuesday,10,208222.87,41644.57,0,0.0,0.0164845292547464,0.0082,False,,,,,,,,,,,,-28.5587291,29.7825044
KLERKSDORP CENTRAL,6,Theft,6,Theft:6,November,Saturday,2,107692.59,17948.76,0,0.0095238095238095,0.0068178869804256,0.0082,False,,,,,,,,,,,,-26.8469638,26.6722324
DUNNOTTAR,6,Theft,6,Theft:6,October,Thursday,2,101177.39,16862.9,0,0.0095238095238095,0.0061914079957292,0.0079,False,,,,,,,,,,,,-26.3464379,28.4314505
DE BRON,5,Theft,5,Theft:5,December,Tuesday,1,199663.18,39932.64,0,0.0,0.0156614592184441,0.0078,False,,,,,,,,,,,,-33.8586529,18.6314201
HILLBROW,5,Theft,4,Theft:4; Hijack:1,April,Saturday,14,196486.26,39297.25,0,0.0,0.0153559776344463,0.0077,False,,,,,,,,,,,,-26.1880556,28.0483333
WARNER BEACH,6,Theft,6,Theft:6,July,Thursday,17,96196.29,16032.71,0,0.0095238095238095,0.0057124427343908,0.0076,False,,,,,,,,,,,,-30.0819444,30.8658333
MAITLAND,5,Theft,4,Theft:4; Armed Robbery:1,June,Wednesday,11,194725.0,38945.0,0,0.0,0.0151866209951127,0.0076,False,,,,,,,,,,,,-33.9225,18.4930556
MODJADJISKLOOF,5,Theft,5,Theft:5,October,Wednesday,17,190240.35,38048.07,0,0.0,0.0147553926400785,0.0074,False,,,,,,,,,,,,-23.69194,30.14055
LOCHNERHOF,6,Theft,6,Theft:6,November,Friday,16,89065.1,14844.18,0,0.0095238095238095,0.0050267322925198,0.0073,False,,,,,,,,,,,,-34.1063058,18.8267367
TABLE MOUNTAIN (NATURE RESERVE),6,Theft,5,Theft:5; Attempted Theft:1,February,Sunday,7,87063.6,14510.6,0,0.0095238095238095,0.0048342750098777,0.0072,False,,,,,,,,,,,,-33.9616843,18.4227666
GANS BAY,6,Theft,6,Theft:6,June,Sunday,7,85290.7,14215.12,0,0.0095238095238095,0.0046637991086055,0.0071,False,,,,,,,,,,,,-32.9223401,18.0047252
WITKOPPEN,5,Theft,3,Theft:3; Accidental Loss:1; Burglary:1,September,Saturday,16,185304.82,37060.96,0,0.0,0.0142808092315355,0.0071,False,,,,,,,,,,,,-26.0075,28.0086111
LOERIE PARK,5,Theft,5,Theft:5,February,Friday,9,179705.9,35941.18,0,0.0,0.0137424365465839,0.0069,False,,,,,,,,,,,,-34.0477207,23.0678935
WHITE RIVER AH,5,Theft,5,Theft:5,December,Wednesday,6,175373.17,35074.63,0,0.0,0.0133258162906648,0.0067,False,,,,,,,,,,,,-25.326389,31.014444
PARK HILL,6,Theft,6,Theft:6,January,Saturday,0,77417.63,12902.94,0,0.0095238095238095,0.0039067520647627,0.0067,False,,,,,,,,,,,,-29.795,31.0236111
PRETORIA GARDENS,5,Theft,5,Theft:5,January,Wednesday,18,169717.0,33943.4,0,0.0,0.0127819386447182,0.0064,False,,,,,,,,,,,,-25.7227778,28.1488889
UMTENTWENI,5,Theft,5,Theft:5,February,Saturday,1,170104.84,34020.97,0,0.0,0.0128192319909585,0.0064,False,,,,,,,,,,,,-30.713056,30.471667
MARAISBURG,5,Theft,3,Theft:3; Hijack:2,March,Tuesday,4,167101.5,33420.3,0,0.0,0.0125304412563842,0.0063,False,,,,,,,,,,,,-26.1749941,27.9405503
COSMO CITY,5,Burglary,2,Burglary:2; Theft:2; Armed Robbery:1,July,Tuesday,2,166787.7,33357.54,0,0.0,0.0125002673391756,0.0063,False,,,,,,,,,,,,-26.021935,27.9307566
WINDSOR,5,Theft,3,Theft:3; Hijack:1; Armed Robbery:1,October,Thursday,4,166972.89,55657.63,2,0.0,0.0125180745658419,0.0063,False,,,,,,,,,,,,-31.8804393,26.8744144
RYDALVALE,5,Theft,5,Theft:5,December,Sunday,21,164681.7,32936.34,0,0.0,0.012297761699783,0.0061,False,,,,,,,,,,,,-29.7107059,31.0003351
KENTON-ON-SEA,5,Theft,5,Theft:5,November,Thursday,8,156027.3,31205.46,0,0.0,0.0114655846790994,0.0057,False,,,,,,,,,,,,-33.6817381,26.6745343
ARBORETUM,5,Theft,5,Theft:5,November,Saturday,17,150665.97,30133.19,0,0.0,0.0109500578226679,0.0055,False,,,,,,,,,,,,-29.1035313,26.2192897
SCOTTBURGH,5,Theft,5,Theft:5,January,Saturday,3,149393.88,29878.78,0,0.0,0.0108277380701442,0.0054,False,,,,,,,,,,,,-30.286041,30.754365
VREDENBURG,5,Theft,5,Theft:5,August,Wednesday,14,146016.74,29203.35,0,0.0,0.0105030040269256,0.0053,False,,,,,,,,,,,,-32.906738,17.990037
STILFONTEIN,6,Theft,5,Theft:5; Armed Robbery:1,October,Wednesday,4,48200.16,8033.36,0,0.0095238095238095,0.0010973017115886,0.0053,False,,,,,,,,,,,,-26.842989,26.783249
FARNINGHAM RIDGE,5,Theft,5,Theft:5,January,Friday,15,145872.7,29174.54,0,0.0,0.0104891536412189,0.0052,False,,,,,,,,,,,,-29.835,30.8616667
ADAMAYVIEW,6,Theft,6,Theft:6,December,Tuesday,10,40743.41,6790.57,0,0.0095238095238095,0.0003802865517876,0.005,False,,,,,,,,,,,,-26.8491667,26.6844444
OUDTSHOORN,6,Theft,6,Theft:6,November,Sunday,6,36788.54,6131.42,0,0.0095238095238095,0.0,0.0048,False,,,,,,,,,,,,-33.5902954,22.204206
MARBLE HALL,5,Theft,5,Theft:5,January,Monday,14,134172.71,26834.54,0,0.0,0.0093641232728252,0.0047,False,,,,,,,,,,,,-24.965833,29.291111
CASSELDALE,5,Theft,5,Theft:5,July,Sunday,5,131869.4,26373.88,0,0.0,0.0091426449896963,0.0046,False,,,,,,,,,,,,-26.2644444,28.4683333
VELD EN VLEI,5,Theft,5,Theft:5,September,Sunday,3,122688.85,24537.77,0,0.0,0.008259875213948,0.0041,False,,,,,,,,,,,,-28.7350151,32.0619032
MOUNT FRERE,5,Theft,5,Theft:5,November,Thursday,3,121786.61,24357.32,0,0.0,0.0081731189517991,0.0041,False,,,,,,,,,,,,-30.900278,28.993333
DULLSTROOM,5,Theft,5,Theft:5,July,Saturday,22,118833.66,23766.73,0,0.0,0.0078891735444655,0.0039,False,,,,,,,,,,,,-25.418349,30.104624
CENTURION,5,Theft,5,Theft:5,September,Saturday,15,112074.49,22414.9,0,0.0,0.0072392352526263,0.0036,False,,,,,,,,,,,,-25.836389,28.180278
WHITE RIVER,5,Theft,5,Theft:5,December,Monday,21,109805.87,21961.17,0,0.0,0.0070210926393125,0.0035,False,,,,,,,,,,,,-25.326389,31.014444
RAMSGATE,5,Theft,5,Theft:5,April,Monday,2,103920.05,20784.01,0,0.0,0.0064551326476459,0.0032,False,,,,,,,,,,,,-30.8944174,30.3440261
SALT RIVER,5,Theft,5,Theft:5,May,Friday,18,98410.24,19682.05,0,0.0,0.0059253284705415,0.003,False,,,,,,,,,,,,-33.9317008,18.4610056
KIRSTENHOF,5,Theft,5,Theft:5,March,Thursday,10,93085.52,18617.1,0,0.0,0.0054133219044509,0.0027,False,,,,,,,,,,,,-34.0716667,18.4505556
THE ORCHARDS,5,Theft,4,Theft:4; Hijack:1,February,Sunday,4,73965.76,14793.15,0,0.0,0.003574832244511,0.0018,False,,,,,,,,,,,,-25.6488889,28.0986111
WOODHAVEN,5,Theft,5,Theft:5,November,Saturday,6,72860.04,14572.01,0,0.0,0.0034685100528732,0.0017,False,,,,,,,,,,,,-29.9238889,30.9455556
HAZELDEAN,5,Theft,4,Theft:4; Burglary:1,March,Thursday,13,63485.36,12697.07,0,0.0,0.0025670734111347,0.0013,False,,,,,,,,,,,,-25.7867701,28.396632
SAND BAY,5,Theft,5,Theft:5,April,Tuesday,16,61271.81,12254.36,0,0.0,0.0023542261375936,0.0012,False,,,,,,,,,,,,-33.7990016,25.5870143
DOOR DE KRAAL,5,Theft,5,Theft:5,August,Thursday,17,60465.7,12093.14,0,0.0,0.0022767134020899,0.0011,False,,,,,,,,,,,,-33.8659226,18.6268442
BROADWOOD,5,Theft,5,Theft:5,November,Friday,5,58243.47,11648.69,0,0.0,0.0020630314899211,0.001,False,,,,,,,,,,,,-33.9902299,25.5421348
KROONSTAD,5,Theft,5,Theft:5,April,Tuesday,2,57053.0,11410.6,0,0.0,0.0019485600328804,0.001,False,,,,,,,,,,,,-27.6532701,27.235515
NORTH END,5,Theft,5,Theft:5,February,Tuesday,18,56309.84,11261.97,0,0.0,0.001877100350558,0.0009,False,,,,,,,,,,,,-33.9422092,25.6053223
ODENDAALSRUS,5,Theft,5,Theft:5,August,Thursday,19,55228.1,11045.62,0,0.0,0.001773083992364,0.0009,False,,,,,,,,,,,,-27.874167,26.685278
MOUILLE POINT,5,Theft,5,Theft:5,January,Wednesday,16,51849.75,10369.95,0,0.0,0.0014482335997514,0.0007,False,,,,,,,,,,,,-33.9000229,18.4038842
BIRDSWOOD,5,Theft,5,Theft:5,October,Sunday,0,49355.65,9871.13,0,0.0,0.0012084096134223,0.0006,False,,,,,,,,,,,,-28.7410193,32.079594
