SUBURB,incident_count,top_claim_type,top_claim_type_count,claim_type_breakdown,peak_month,peak_day_of_week,peak_hour,total_claim_cost,avg_claim_cost,anomalous_claims_excluded_from_cost,freq_normalized,cost_normalized,severity_score,lat,lon
MONTCLAIR,6,Theft,4,Theft:4; Hijack:1; Armed Robbery:1,October,Saturday,8,148724.37,29744.87,1,0.009523809523809525,0.0107633603158091,0.0101,-29.9197222,30.9652778
TASBET PARK,5,Theft,4,Theft:4; Burglary:1,December,Friday,6,242322.56,48464.51,0,0.0,0.01976343691217293,0.0099,-25.9294444,29.2222222
FAIRWAYS,5,Theft,5,Theft:5,May,Saturday,6,243082.54,48616.51,0,0.0,0.019836513947227824,0.0099,-34.0214161,18.4935969
EDELWEISS,5,Theft,4,Theft:4; Burglary:1,February,Tuesday,8,240340.82,48068.16,0,0.0,0.019572879682443617,0.0098,-26.2830556,28.4683333
FRAMESBY,6,Theft,6,Theft:6,June,Tuesday,2,140600.41,23433.4,0,0.009523809523809525,0.009982188561678002,0.0098,-33.9515312,25.5184378
BISHOPSCOURT,5,Theft,5,Theft:5,May,Thursday,6,237672.74,47534.55,0,0.0,0.019316326384081473,0.0097,-33.9886111,18.4466667
LANGA,5,Theft,5,Theft:5,September,Thursday,17,237111.95,47422.39,0,0.0,0.019262402767027825,0.0096,-33.9455556,18.53
HARTENBOS,6,Theft,6,Theft:6,December,Monday,8,136129.89,22688.32,0,0.009523809523809525,0.009552318898326858,0.0095,-34.1252157,22.1134424
SOUTHGATE,5,Theft,5,Theft:5,February,Monday,14,225163.17,45032.63,0,0.0,0.01811344961704597,0.0091,-29.7303138,31.0299641
PLATTEKLOOF GLEN,6,Theft,6,Theft:6,June,Wednesday,3,125236.12,20872.69,0,0.009523809523809525,0.008504811842654409,0.009,-33.8843424,18.560463
BONNIE BRAE,6,Theft,6,Theft:6,February,Thursday,23,124780.97,20796.83,0,0.009523809523809525,0.008461046200788525,0.009,-33.8333333,18.7
BLUEWATER BAY,6,Theft,5,Theft:5; Burglary:1,January,Wednesday,22,119433.35,19905.56,0,0.009523809523809525,0.007946837650300026,0.0087,-33.8545509,25.6259862
VINCENT HEIGHTS,6,Theft,6,Theft:6,October,Thursday,4,113620.14,18936.69,0,0.009523809523809525,0.007387859583835834,0.0085,-32.975,27.92
GLEN HILLS,6,Theft,5,Theft:5; Burglary:1,January,Friday,0,114153.81,19025.63,0,0.009523809523809525,0.0074391754359605525,0.0085,-29.7607224,31.038654
KLERKSDORP CENTRAL,6,Theft,6,Theft:6,November,Saturday,2,107692.59,17948.76,0,0.009523809523809525,0.006817886980425698,0.0082,-26.8469638,26.6722324
LADYSMITH,5,Theft,5,Theft:5,June,Tuesday,10,208222.87,41644.57,0,0.0,0.016484529254746416,0.0082,-28.5587291,29.7825044
DUNNOTTAR,6,Theft,6,Theft:6,October,Thursday,2,101177.39,16862.9,0,0.009523809523809525,0.006191407995729203,0.0079,-26.3464379,28.4314505
DE BRON,5,Theft,5,Theft:5,December,Tuesday,1,199663.18,39932.64,0,0.0,0.015661459218444116,0.0078,-33.8586529,18.6314201
HILLBROW,5,Theft,4,Theft:4; Hijack:1,April,Saturday,14,196486.26,39297.25,0,0.0,0.015355977634446393,0.0077,-26.1880556,28.0483333
WARNER BEACH,6,Theft,6,Theft:6,July,Thursday,17,96196.29,16032.71,0,0.009523809523809525,0.005712442734390839,0.0076,-30.0819444,30.8658333
MAITLAND,5,Theft,4,Theft:4; Armed Robbery:1,June,Wednesday,11,194725.0,38945.0,0,0.0,0.015186620995112749,0.0076,-33.9225,18.4930556
MODJADJISKLOOF,5,Theft,5,Theft:5,October,Wednesday,17,190240.35,38048.07,0,0.0,0.0147553926400785,0.0074,-23.69194,30.14055
LOCHNERHOF,6,Theft,6,Theft:6,November,Friday,16,89065.1,14844.18,0,0.009523809523809525,0.0050267322925198615,0.0073,-34.1063058,18.8267367
TABLE MOUNTAIN (NATURE RESERVE),6,Theft,5,Theft:5; Attempted Theft:1,February,Sunday,7,87063.6,14510.6,0,0.009523809523809525,0.004834275009877727,0.0072,-33.9616843,18.4227666
WITKOPPEN,5,Theft,3,Theft:3; Accidental Loss:1; Burglary:1,September,Saturday,16,185304.82,37060.96,0,0.0,0.014280809231535541,0.0071,-26.0075,28.0086111
GANS BAY,6,Theft,6,Theft:6,June,Sunday,7,85290.7,14215.12,0,0.009523809523809525,0.00466379910860556,0.0071,-32.9223401,18.0047252
LOERIE PARK,5,Theft,5,Theft:5,February,Friday,9,179705.9,35941.18,0,0.0,0.013742436546583903,0.0069,-34.0477207,23.0678935
WHITE RIVER AH,5,Theft,5,Theft:5,December,Wednesday,6,175373.17,35074.63,0,0.0,0.013325816290664818,0.0067,-25.326389,31.014444
PARK HILL,6,Theft,6,Theft:6,January,Saturday,0,77417.63,12902.94,0,0.009523809523809525,0.003906752064762788,0.0067,-29.795,31.0236111
PRETORIA GARDENS,5,Theft,5,Theft:5,January,Wednesday,18,169717.0,33943.4,0,0.0,0.012781938644718294,0.0064,-25.7227778,28.1488889
UMTENTWENI,5,Theft,5,Theft:5,February,Saturday,1,170104.84,34020.97,0,0.0,0.012819231990958576,0.0064,-30.713056,30.471667
COSMO CITY,5,Burglary,2,Burglary:2; Theft:2; Armed Robbery:1,July,Tuesday,2,166787.7,33357.54,0,0.0,0.01250026733917565,0.0063,-26.021935,27.9307566
MARAISBURG,5,Theft,3,Theft:3; Hijack:2,March,Tuesday,4,167101.5,33420.3,0,0.0,0.012530441256384294,0.0063,-26.1749941,27.9405503
WINDSOR,5,Theft,3,Theft:3; Hijack:1; Armed Robbery:1,October,Thursday,4,166972.89,55657.63,2,0.0,0.0125180745658419,0.0063,-31.8804393,26.8744144
RYDALVALE,5,Theft,5,Theft:5,December,Sunday,21,164681.7,32936.34,0,0.0,0.012297761699783027,0.0061,-29.7107059,31.0003351
KENTON-ON-SEA,5,Theft,5,Theft:5,November,Thursday,8,156027.3,31205.46,0,0.0,0.011465584679099493,0.0057,-33.6817381,26.6745343
ARBORETUM,5,Theft,5,Theft:5,November,Saturday,17,150665.97,30133.19,0,0.0,0.010950057822667942,0.0055,-29.1035313,26.2192897
SCOTTBURGH,5,Theft,5,Theft:5,January,Saturday,3,149393.88,29878.78,0,0.0,0.010827738070144217,0.0054,-30.286041,30.754365
VREDENBURG,5,Theft,5,Theft:5,August,Wednesday,14,146016.74,29203.35,0,0.0,0.0105030040269256,0.0053,-32.906738,17.990037
STILFONTEIN,6,Theft,5,Theft:5; Armed Robbery:1,October,Wednesday,4,48200.16,8033.36,0,0.009523809523809525,0.001097301711588626,0.0053,-26.842989,26.783249
FARNINGHAM RIDGE,5,Theft,5,Theft:5,January,Friday,15,145872.7,29174.54,0,0.0,0.010489153641218997,0.0052,-29.835,30.8616667
ADAMAYVIEW,6,Theft,6,Theft:6,December,Tuesday,10,40743.41,6790.57,0,0.009523809523809525,0.00038028655178760874,0.005,-26.8491667,26.6844444
OUDTSHOORN,6,Theft,6,Theft:6,November,Sunday,6,36788.54,6131.42,0,0.009523809523809525,0.0,0.0048,-33.5902954,22.204206
MARBLE HALL,5,Theft,5,Theft:5,January,Monday,14,134172.71,26834.54,0,0.0,0.009364123272825216,0.0047,-24.965833,29.291111
CASSELDALE,5,Theft,5,Theft:5,July,Sunday,5,131869.4,26373.88,0,0.0,0.009142644989696335,0.0046,-26.2644444,28.4683333
VELD EN VLEI,5,Theft,5,Theft:5,September,Sunday,3,122688.85,24537.77,0,0.0,0.008259875213948024,0.0041,-28.7350151,32.0619032
MOUNT FRERE,5,Theft,5,Theft:5,November,Thursday,3,121786.61,24357.32,0,0.0,0.008173118951799117,0.0041,-30.900278,28.993333
DULLSTROOM,5,Theft,5,Theft:5,July,Saturday,22,118833.66,23766.73,0,0.0,0.007889173544465571,0.0039,-25.418349,30.104624
CENTURION,5,Theft,5,Theft:5,September,Saturday,15,112074.49,22414.9,0,0.0,0.007239235252626334,0.0036,-25.836389,28.180278
WHITE RIVER,5,Theft,5,Theft:5,December,Monday,21,109805.87,21961.17,0,0.0,0.0070210926393125175,0.0035,-25.326389,31.014444
RAMSGATE,5,Theft,5,Theft:5,April,Monday,2,103920.05,20784.01,0,0.0,0.006455132647645905,0.0032,-30.8944174,30.3440261
SALT RIVER,5,Theft,5,Theft:5,May,Friday,18,98410.24,19682.05,0,0.0,0.005925328470541504,0.003,-33.9317008,18.4610056
KIRSTENHOF,5,Theft,5,Theft:5,March,Thursday,10,93085.52,18617.1,0,0.0,0.005413321904450958,0.0027,-34.0716667,18.4505556
THE ORCHARDS,5,Theft,4,Theft:4; Hijack:1,February,Sunday,4,73965.76,14793.15,0,0.0,0.003574832244511024,0.0018,-25.6488889,28.0986111
WOODHAVEN,5,Theft,5,Theft:5,November,Saturday,6,72860.04,14572.01,0,0.0,0.0034685100528732216,0.0017,-29.9238889,30.9455556
HAZELDEAN,5,Theft,4,Theft:4; Burglary:1,March,Thursday,13,63485.36,12697.07,0,0.0,0.0025670734111347434,0.0013,-25.7867701,28.396632
SAND BAY,5,Theft,5,Theft:5,April,Tuesday,16,61271.81,12254.36,0,0.0,0.0023542261375936505,0.0012,-33.7990016,25.5870143
DOOR DE KRAAL,5,Theft,5,Theft:5,August,Thursday,17,60465.7,12093.14,0,0.0,0.0022767134020899526,0.0011,-33.8659226,18.6268442
KROONSTAD,5,Theft,5,Theft:5,April,Tuesday,2,57053.0,11410.6,0,0.0,0.0019485600328804538,0.001,-27.6532701,27.235515
BROADWOOD,5,Theft,5,Theft:5,November,Friday,5,58243.47,11648.69,0,0.0,0.0020630314899211643,0.001,-33.9902299,25.5421348
NORTH END,5,Theft,5,Theft:5,February,Tuesday,18,56309.84,11261.97,0,0.0,0.001877100350558031,0.0009,-33.9422092,25.6053223
ODENDAALSRUS,5,Theft,5,Theft:5,August,Thursday,19,55228.1,11045.62,0,0.0,0.0017730839923640255,0.0009,-27.874167,26.685278
MOUILLE POINT,5,Theft,5,Theft:5,January,Wednesday,16,51849.75,10369.95,0,0.0,0.0014482335997514574,0.0007,-33.9000229,18.4038842
BIRDSWOOD,5,Theft,5,Theft:5,October,Sunday,0,49355.65,9871.13,0,0.0,0.0012084096134223306,0.0006,-28.7410193,32.079594
PLATTEKLOOF 1,5,Theft,5,Theft:5,August,Wednesday,11,49265.71,9853.14,0,0.0,0.0011997612956602352,0.0006,-33.8775,18.5855556
DURMONTE,5,Theft,5,Theft:5,June,Thursday,2,46164.61,9232.92,0,0.0,0.0009015702993067389,0.0005,-33.8107289,18.6675063
KLEINMOND,5,Theft,5,Theft:5,June,Thursday,18,40645.5,8129.1,0,0.0,0.0003708718665298061,0.0002,-34.338889,19.025278
